job_id,pair_id,side,concept,sample_index,seed,duration,steps,guidance_scale,prompt,wav_path,sample_rate,elapsed_seconds,model_name,status,error
09-positive-sample-000-seed-409,09,positive,sharp_soft,0,409,3.0,50,4.0,a sharp ruler snap on a table,/outputs/sharp-soft-v1/09/positive/09-positive-sample-000-seed-409.wav,44100,1.83,declare-lab/TangoFlux,ok,
09-negative-sample-000-seed-409,09,negative,sharp_soft,0,409,3.0,50,4.0,a soft rubber band snap under cloth,/outputs/sharp-soft-v1/09/negative/09-negative-sample-000-seed-409.wav,44100,1.887,declare-lab/TangoFlux,ok,
10-positive-sample-000-seed-410,10,positive,sharp_soft,0,410,3.0,50,4.0,a sharp finger snap close to the microphone,/outputs/sharp-soft-v1/10/positive/10-positive-sample-000-seed-410.wav,44100,2.973,declare-lab/TangoFlux,ok,
10-negative-sample-000-seed-410,10,negative,sharp_soft,0,410,3.0,50,4.0,a soft finger snap behind a pillow,/outputs/sharp-soft-v1/10/negative/10-negative-sample-000-seed-410.wav,44100,2.21,declare-lab/TangoFlux,ok,
11-positive-sample-000-seed-411,11,positive,sharp_soft,0,411,3.0,50,4.0,a sharp book slams shut once,/outputs/sharp-soft-v1/11/positive/11-positive-sample-000-seed-411.wav,44100,4.609,declare-lab/TangoFlux,ok,
11-negative-sample-000-seed-411,11,negative,sharp_soft,0,411,3.0,50,4.0,a soft book closes gently once,/outputs/sharp-soft-v1/11/negative/11-negative-sample-000-seed-411.wav,44100,2.152,declare-lab/TangoFlux,ok,
12-positive-sample-000-seed-412,12,positive,sharp_soft,0,412,3.0,50,4.0,a sharp stapler clicks once,/outputs/sharp-soft-v1/12/positive/12-positive-sample-000-seed-412.wav,44100,1.998,declare-lab/TangoFlux,ok,
12-negative-sample-000-seed-412,12,negative,sharp_soft,0,412,3.0,50,4.0,a soft stapler clicks under a towel once,/outputs/sharp-soft-v1/12/negative/12-negative-sample-000-seed-412.wav,44100,2.006,declare-lab/TangoFlux,ok,
13-positive-sample-000-seed-413,13,positive,sharp_soft,0,413,3.0,50,4.0,a sharp glass tap rings once,/outputs/sharp-soft-v1/13/positive/13-positive-sample-000-seed-413.wav,44100,1.969,declare-lab/TangoFlux,ok,
13-negative-sample-000-seed-413,13,negative,sharp_soft,0,413,3.0,50,4.0,a soft cloth tap lands once,/outputs/sharp-soft-v1/13/negative/13-negative-sample-000-seed-413.wav,44100,1.952,declare-lab/TangoFlux,ok,
14-positive-sample-000-seed-414,14,positive,sharp_soft,0,414,3.0,50,4.0,a sharp tennis ball hit by a racket,/outputs/sharp-soft-v1/14/positive/14-positive-sample-000-seed-414.wav,44100,2.106,declare-lab/TangoFlux,ok,
14-negative-sample-000-seed-414,14,negative,sharp_soft,0,414,3.0,50,4.0,a soft tennis ball landing on grass,/outputs/sharp-soft-v1/14/negative/14-negative-sample-000-seed-414.wav,44100,3.736,declare-lab/TangoFlux,ok,
15-positive-sample-000-seed-415,15,positive,sharp_soft,0,415,3.0,50,4.0,a sharp kitchen knife chops a carrot once,/outputs/sharp-soft-v1/15/positive/15-positive-sample-000-seed-415.wav,44100,2.075,declare-lab/TangoFlux,ok,
15-negative-sample-000-seed-415,15,negative,sharp_soft,0,415,3.0,50,4.0,a soft kitchen sponge presses against a counter once,/outputs/sharp-soft-v1/15/negative/15-negative-sample-000-seed-415.wav,44100,2.188,declare-lab/TangoFlux,ok,
16-positive-sample-000-seed-416,16,positive,sharp_soft,0,416,3.0,50,4.0,a sharp metal latch snaps closed,/outputs/sharp-soft-v1/16/positive/16-positive-sample-000-seed-416.wav,44100,3.171,declare-lab/TangoFlux,ok,
16-negative-sample-000-seed-416,16,negative,sharp_soft,0,416,3.0,50,4.0,a soft fabric pouch closes gently,/outputs/sharp-soft-v1/16/negative/16-negative-sample-000-seed-416.wav,44100,2.126,declare-lab/TangoFlux,ok,
17-positive-sample-000-seed-417,17,positive,sharp_soft,0,417,3.0,50,4.0,a sharp clapboard claps once on a film set,/outputs/sharp-soft-v1/17/positive/17-positive-sample-000-seed-417.wav,44100,2.235,declare-lab/TangoFlux,ok,
17-negative-sample-000-seed-417,17,negative,sharp_soft,0,417,3.0,50,4.0,a soft padded board closes quietly once,/outputs/sharp-soft-v1/17/negative/17-negative-sample-000-seed-417.wav,44100,1.889,declare-lab/TangoFlux,ok,
18-positive-sample-000-seed-418,18,positive,sharp_soft,0,418,3.0,50,4.0,a sharp drumstick clicks on a rim once,/outputs/sharp-soft-v1/18/positive/18-positive-sample-000-seed-418.wav,44100,2.052,declare-lab/TangoFlux,ok,
18-negative-sample-000-seed-418,18,negative,sharp_soft,0,418,3.0,50,4.0,a soft mallet taps a drum once,/outputs/sharp-soft-v1/18/negative/18-negative-sample-000-seed-418.wav,44100,2.262,declare-lab/TangoFlux,ok,
19-positive-sample-000-seed-419,19,positive,sharp_soft,0,419,3.0,50,4.0,a sharp door latch clicks open,/outputs/sharp-soft-v1/19/positive/19-positive-sample-000-seed-419.wav,44100,2.126,declare-lab/TangoFlux,ok,
19-negative-sample-000-seed-419,19,negative,sharp_soft,0,419,3.0,50,4.0,a soft door latch clicks under a cloth cover,/outputs/sharp-soft-v1/19/negative/19-negative-sample-000-seed-419.wav,44100,2.273,declare-lab/TangoFlux,ok,
20-positive-sample-000-seed-420,20,positive,sharp_soft,0,420,3.0,50,4.0,a sharp ceramic cup taps a saucer once,/outputs/sharp-soft-v1/20/positive/20-positive-sample-000-seed-420.wav,44100,4.492,declare-lab/TangoFlux,ok,
20-negative-sample-000-seed-420,20,negative,sharp_soft,0,420,3.0,50,4.0,a soft paper cup taps a table once,/outputs/sharp-soft-v1/20/negative/20-negative-sample-000-seed-420.wav,44100,1.916,declare-lab/TangoFlux,ok,
