status,error,pair_id,site,site_slug,stack,block,output_index,direction,source_label,target_label,source_prompt,target_prompt,seed,duration,steps,guidance_scale,alpha,sample_rate,source_activation_calls,patch_calls,source_baseline_centroid_mean_hz,target_baseline_centroid_mean_hz,patched_centroid_mean_hz,patched_centroid_median_hz,target_delta_centroid_hz,signed_brightness_effect_hz,source_shift_fraction,elapsed_seconds,wav_path,suffix_tokens
ok,,01,transformer.transformer_blocks.5,transformer_blocks-5,dual,5,1,bright_to_dark,bright,dark,a bright cheerful piano melody,a dark somber piano melody,101,3.0,25,4.5,1.0,44100,25,25,1249.017822265625,919.0073852539062,1240.48388671875,1227.49169921875,321.47650146484375,321.47650146484375,0.9741404071212089,0.86,,
ok,,01,transformer.transformer_blocks.5,transformer_blocks-5,dual,5,1,dark_to_bright,dark,bright,a dark somber piano melody,a bright cheerful piano melody,101,3.0,25,4.5,1.0,44100,25,25,919.0073852539062,1249.017822265625,946.6333618164062,907.242431640625,-302.38446044921875,302.38446044921875,0.9162875671064943,0.863,,
ok,,02,transformer.transformer_blocks.0,transformer_blocks-0,dual,0,1,bright_to_dark,bright,dark,bright shimmering bells ringing,dark muffled bells ringing,102,3.0,25,4.5,1.0,44100,25,25,3518.71875,1935.193359375,2866.98681640625,2911.228759765625,931.79345703125,931.79345703125,0.588429754614469,0.867,,
ok,,02,transformer.transformer_blocks.0,transformer_blocks-0,dual,0,1,dark_to_bright,dark,bright,dark muffled bells ringing,bright shimmering bells ringing,102,3.0,25,4.5,1.0,44100,25,25,1935.193359375,3518.71875,2102.919189453125,2136.783935546875,-1415.799560546875,1415.799560546875,0.8940807447287439,0.855,,
ok,,02,transformer.transformer_blocks.1,transformer_blocks-1,dual,1,1,bright_to_dark,bright,dark,bright shimmering bells ringing,dark muffled bells ringing,102,3.0,25,4.5,1.0,44100,25,25,3518.71875,1935.193359375,2882.480224609375,2908.83154296875,947.286865234375,947.286865234375,0.5982138782507879,0.849,,
ok,,02,transformer.transformer_blocks.1,transformer_blocks-1,dual,1,1,dark_to_bright,dark,bright,dark muffled bells ringing,bright shimmering bells ringing,102,3.0,25,4.5,1.0,44100,25,25,1935.193359375,3518.71875,2096.96337890625,2119.47021484375,-1421.75537109375,1421.75537109375,0.8978418530646981,0.852,,
ok,,02,transformer.transformer_blocks.2,transformer_blocks-2,dual,2,1,bright_to_dark,bright,dark,bright shimmering bells ringing,dark muffled bells ringing,102,3.0,25,4.5,1.0,44100,25,25,3518.71875,1935.193359375,2810.508056640625,2846.033203125,875.314697265625,875.314697265625,0.5527632852922857,0.848,,
ok,,02,transformer.transformer_blocks.2,transformer_blocks-2,dual,2,1,dark_to_bright,dark,bright,dark muffled bells ringing,bright shimmering bells ringing,102,3.0,25,4.5,1.0,44100,25,25,1935.193359375,3518.71875,2106.42431640625,2149.729736328125,-1412.29443359375,1412.29443359375,0.8918672488328924,0.851,,
ok,,02,transformer.transformer_blocks.3,transformer_blocks-3,dual,3,1,bright_to_dark,bright,dark,bright shimmering bells ringing,dark muffled bells ringing,102,3.0,25,4.5,1.0,44100,25,25,3518.71875,1935.193359375,2787.529052734375,2823.924560546875,852.335693359375,852.335693359375,0.5382519904041245,0.848,,
ok,,02,transformer.transformer_blocks.3,transformer_blocks-3,dual,3,1,dark_to_bright,dark,bright,dark muffled bells ringing,bright shimmering bells ringing,102,3.0,25,4.5,1.0,44100,25,25,1935.193359375,3518.71875,2111.47802734375,2150.5263671875,-1407.24072265625,1407.24072265625,0.8886758185170796,0.854,,
ok,,02,transformer.transformer_blocks.4,transformer_blocks-4,dual,4,1,bright_to_dark,bright,dark,bright shimmering bells ringing,dark muffled bells ringing,102,3.0,25,4.5,1.0,44100,25,25,3518.71875,1935.193359375,2786.414794921875,2818.596923828125,851.221435546875,851.221435546875,0.5375483339808699,0.846,,
ok,,02,transformer.transformer_blocks.4,transformer_blocks-4,dual,4,1,dark_to_bright,dark,bright,dark muffled bells ringing,bright shimmering bells ringing,102,3.0,25,4.5,1.0,44100,25,25,1935.193359375,3518.71875,2111.539306640625,2156.944091796875,-1407.179443359375,1407.179443359375,0.8886371204973081,0.856,,
ok,,02,transformer.transformer_blocks.5,transformer_blocks-5,dual,5,1,bright_to_dark,bright,dark,bright shimmering bells ringing,dark muffled bells ringing,102,3.0,25,4.5,1.0,44100,25,25,3518.71875,1935.193359375,2764.19287109375,2790.387939453125,828.99951171875,828.99951171875,0.5235151369385703,0.848,,
ok,,02,transformer.transformer_blocks.5,transformer_blocks-5,dual,5,1,dark_to_bright,dark,bright,dark muffled bells ringing,bright shimmering bells ringing,102,3.0,25,4.5,1.0,44100,25,25,1935.193359375,3518.71875,2111.57666015625,2133.720703125,-1407.14208984375,1407.14208984375,0.888613531664539,0.851,,
ok,,03,transformer.transformer_blocks.0,transformer_blocks-0,dual,0,1,bright_to_dark,bright,dark,a bright sparkling acoustic guitar fingerpicking,a dark brooding acoustic guitar fingerpicking,103,3.0,25,4.5,1.0,44100,25,25,918.7551879882812,963.7725830078125,877.6517333984375,847.3464965820312,-86.120849609375,-86.120849609375,1.913057154284707,0.826,,
ok,,03,transformer.transformer_blocks.0,transformer_blocks-0,dual,0,1,dark_to_bright,dark,bright,a dark brooding acoustic guitar fingerpicking,a bright sparkling acoustic guitar fingerpicking,103,3.0,25,4.5,1.0,44100,25,25,963.7725830078125,918.7551879882812,979.9003295898438,961.9017333984375,61.1451416015625,-61.1451416015625,1.358255882532387,0.815,,
ok,,03,transformer.transformer_blocks.1,transformer_blocks-1,dual,1,1,bright_to_dark,bright,dark,a bright sparkling acoustic guitar fingerpicking,a dark brooding acoustic guitar fingerpicking,103,3.0,25,4.5,1.0,44100,25,25,918.7551879882812,963.7725830078125,877.12646484375,849.2964477539062,-86.6461181640625,-86.6461181640625,1.9247252784500348,0.809,,
ok,,03,transformer.transformer_blocks.1,transformer_blocks-1,dual,1,1,dark_to_bright,dark,bright,a dark brooding acoustic guitar fingerpicking,a bright sparkling acoustic guitar fingerpicking,103,3.0,25,4.5,1.0,44100,25,25,963.7725830078125,918.7551879882812,973.8742065429688,953.1411743164062,55.1190185546875,-55.1190185546875,1.224393782242921,0.814,,
ok,,03,transformer.transformer_blocks.2,transformer_blocks-2,dual,2,1,bright_to_dark,bright,dark,a bright sparkling acoustic guitar fingerpicking,a dark brooding acoustic guitar fingerpicking,103,3.0,25,4.5,1.0,44100,25,25,918.7551879882812,963.7725830078125,904.4064331054688,882.07763671875,-59.36614990234375,-59.36614990234375,1.3187380095313634,0.806,,
ok,,03,transformer.transformer_blocks.2,transformer_blocks-2,dual,2,1,dark_to_bright,dark,bright,a dark brooding acoustic guitar fingerpicking,a bright sparkling acoustic guitar fingerpicking,103,3.0,25,4.5,1.0,44100,25,25,963.7725830078125,918.7551879882812,964.6068725585938,945.4953002929688,45.8516845703125,-45.8516845703125,1.0185326039060965,0.808,,
ok,,03,transformer.transformer_blocks.3,transformer_blocks-3,dual,3,1,bright_to_dark,bright,dark,a bright sparkling acoustic guitar fingerpicking,a dark brooding acoustic guitar fingerpicking,103,3.0,25,4.5,1.0,44100,25,25,918.7551879882812,963.7725830078125,905.5270385742188,882.643798828125,-58.24554443359375,-58.24554443359375,1.2938452882118865,0.809,,
ok,,03,transformer.transformer_blocks.3,transformer_blocks-3,dual,3,1,dark_to_bright,dark,bright,a dark brooding acoustic guitar fingerpicking,a bright sparkling acoustic guitar fingerpicking,103,3.0,25,4.5,1.0,44100,25,25,963.7725830078125,918.7551879882812,961.044921875,943.9031982421875,42.28973388671875,-42.28973388671875,0.939408730078027,0.807,,
ok,,03,transformer.transformer_blocks.4,transformer_blocks-4,dual,4,1,bright_to_dark,bright,dark,a bright sparkling acoustic guitar fingerpicking,a dark brooding acoustic guitar fingerpicking,103,3.0,25,4.5,1.0,44100,25,25,918.7551879882812,963.7725830078125,906.1273193359375,887.732177734375,-57.645263671875,-57.645263671875,1.2805108702283867,0.802,,
ok,,03,transformer.transformer_blocks.4,transformer_blocks-4,dual,4,1,dark_to_bright,dark,bright,a dark brooding acoustic guitar fingerpicking,a bright sparkling acoustic guitar fingerpicking,103,3.0,25,4.5,1.0,44100,25,25,963.7725830078125,918.7551879882812,963.1639404296875,946.0170288085938,44.40875244140625,-44.40875244140625,0.9864798356754998,0.806,,
ok,,03,transformer.transformer_blocks.5,transformer_blocks-5,dual,5,1,bright_to_dark,bright,dark,a bright sparkling acoustic guitar fingerpicking,a dark brooding acoustic guitar fingerpicking,103,3.0,25,4.5,1.0,44100,25,25,918.7551879882812,963.7725830078125,882.8245239257812,857.708984375,-80.94805908203125,-80.94805908203125,1.7981506714662436,0.804,,
ok,,03,transformer.transformer_blocks.5,transformer_blocks-5,dual,5,1,dark_to_bright,dark,bright,a dark brooding acoustic guitar fingerpicking,a bright sparkling acoustic guitar fingerpicking,103,3.0,25,4.5,1.0,44100,25,25,963.7725830078125,918.7551879882812,946.8740234375,938.97509765625,28.11883544921875,-28.11883544921875,0.6246215587778704,0.805,,
ok,,04,transformer.transformer_blocks.0,transformer_blocks-0,dual,0,1,bright_to_dark,bright,dark,a bright airy flute solo,a dark heavy flute solo,104,3.0,25,4.5,1.0,44100,25,25,1398.101806640625,1719.439208984375,1565.2586669921875,1523.4605712890625,-154.1805419921875,-154.1805419921875,0.4798088889361631,0.823,,
ok,,04,transformer.transformer_blocks.0,transformer_blocks-0,dual,0,1,dark_to_bright,dark,bright,a dark heavy flute solo,a bright airy flute solo,104,3.0,25,4.5,1.0,44100,25,25,1719.439208984375,1398.101806640625,1615.5030517578125,1566.9036865234375,217.4012451171875,-217.4012451171875,0.6765513243448175,0.809,,
ok,,04,transformer.transformer_blocks.1,transformer_blocks-1,dual,1,1,bright_to_dark,bright,dark,a bright airy flute solo,a dark heavy flute solo,104,3.0,25,4.5,1.0,44100,25,25,1398.101806640625,1719.439208984375,1545.7823486328125,1511.572021484375,-173.6568603515625,-173.6568603515625,0.5404190706869331,0.808,,
ok,,04,transformer.transformer_blocks.1,transformer_blocks-1,dual,1,1,dark_to_bright,dark,bright,a dark heavy flute solo,a bright airy flute solo,104,3.0,25,4.5,1.0,44100,25,25,1719.439208984375,1398.101806640625,1614.2142333984375,1566.1156005859375,216.1124267578125,-216.1124267578125,0.6725405296163647,0.807,,
ok,,04,transformer.transformer_blocks.2,transformer_blocks-2,dual,2,1,bright_to_dark,bright,dark,a bright airy flute solo,a dark heavy flute solo,104,3.0,25,4.5,1.0,44100,25,25,1398.101806640625,1719.439208984375,1469.4757080078125,1429.594482421875,-249.9635009765625,-249.9635009765625,0.7778848623079506,0.801,,
ok,,04,transformer.transformer_blocks.2,transformer_blocks-2,dual,2,1,dark_to_bright,dark,bright,a dark heavy flute solo,a bright airy flute solo,104,3.0,25,4.5,1.0,44100,25,25,1719.439208984375,1398.101806640625,1653.8980712890625,1612.78173828125,255.7962646484375,-255.7962646484375,0.7960363866226814,0.807,,
ok,,04,transformer.transformer_blocks.3,transformer_blocks-3,dual,3,1,bright_to_dark,bright,dark,a bright airy flute solo,a dark heavy flute solo,104,3.0,25,4.5,1.0,44100,25,25,1398.101806640625,1719.439208984375,1448.3360595703125,1407.0501708984375,-271.1031494140625,-271.1031494140625,0.8436713169295197,0.802,,
ok,,04,transformer.transformer_blocks.3,transformer_blocks-3,dual,3,1,dark_to_bright,dark,bright,a dark heavy flute solo,a bright airy flute solo,104,3.0,25,4.5,1.0,44100,25,25,1719.439208984375,1398.101806640625,1667.58935546875,1628.9326171875,269.487548828125,-269.487548828125,0.8386435779419206,0.801,,
ok,,04,transformer.transformer_blocks.4,transformer_blocks-4,dual,4,1,bright_to_dark,bright,dark,a bright airy flute solo,a dark heavy flute solo,104,3.0,25,4.5,1.0,44100,25,25,1398.101806640625,1719.439208984375,1452.69287109375,1409.9205322265625,-266.746337890625,-266.746337890625,0.8301129465323607,0.799,,
ok,,04,transformer.transformer_blocks.4,transformer_blocks-4,dual,4,1,dark_to_bright,dark,bright,a dark heavy flute solo,a bright airy flute solo,104,3.0,25,4.5,1.0,44100,25,25,1719.439208984375,1398.101806640625,1664.25732421875,1624.245361328125,266.155517578125,-266.155517578125,0.8282743173899367,0.802,,
ok,,04,transformer.transformer_blocks.5,transformer_blocks-5,dual,5,1,bright_to_dark,bright,dark,a bright airy flute solo,a dark heavy flute solo,104,3.0,25,4.5,1.0,44100,25,25,1398.101806640625,1719.439208984375,1461.728515625,1424.843994140625,-257.710693359375,-257.710693359375,0.8019940768790106,0.798,,
ok,,04,transformer.transformer_blocks.5,transformer_blocks-5,dual,5,1,dark_to_bright,dark,bright,a dark heavy flute solo,a bright airy flute solo,104,3.0,25,4.5,1.0,44100,25,25,1719.439208984375,1398.101806640625,1651.594482421875,1621.601806640625,253.49267578125,-253.49267578125,0.7888676323774995,0.799,,
ok,,05,transformer.transformer_blocks.0,transformer_blocks-0,dual,0,1,bright_to_dark,bright,dark,a bright crisp violin passage,a dark muted violin passage,105,3.0,25,4.5,1.0,44100,25,25,1563.31494140625,1097.778564453125,1513.4949951171875,1506.8714599609375,415.7164306640625,415.7164306640625,0.8929837736523888,0.875,,
ok,,05,transformer.transformer_blocks.0,transformer_blocks-0,dual,0,1,dark_to_bright,dark,bright,a dark muted violin passage,a bright crisp violin passage,105,3.0,25,4.5,1.0,44100,25,25,1097.778564453125,1563.31494140625,1116.837890625,1098.484619140625,-446.47705078125,446.47705078125,0.9590594266840847,0.862,,
ok,,05,transformer.transformer_blocks.1,transformer_blocks-1,dual,1,1,bright_to_dark,bright,dark,a bright crisp violin passage,a dark muted violin passage,105,3.0,25,4.5,1.0,44100,25,25,1563.31494140625,1097.778564453125,1540.4578857421875,1538.4190673828125,442.6793212890625,442.6793212890625,0.9509016764411431,0.856,,
ok,,05,transformer.transformer_blocks.1,transformer_blocks-1,dual,1,1,dark_to_bright,dark,bright,a dark muted violin passage,a bright crisp violin passage,105,3.0,25,4.5,1.0,44100,25,25,1097.778564453125,1563.31494140625,1100.0849609375,1086.8995361328125,-463.22998046875,463.22998046875,0.9950457223139682,0.857,,
ok,,05,transformer.transformer_blocks.2,transformer_blocks-2,dual,2,1,bright_to_dark,bright,dark,a bright crisp violin passage,a dark muted violin passage,105,3.0,25,4.5,1.0,44100,25,25,1563.31494140625,1097.778564453125,1471.33349609375,1473.4530029296875,373.554931640625,373.554931640625,0.8024183503886279,0.853,,
ok,,05,transformer.transformer_blocks.2,transformer_blocks-2,dual,2,1,dark_to_bright,dark,bright,a dark muted violin passage,a bright crisp violin passage,105,3.0,25,4.5,1.0,44100,25,25,1097.778564453125,1563.31494140625,1163.1807861328125,1146.7972412109375,-400.1341552734375,400.1341552734375,0.8595121135157331,0.859,,
ok,,05,transformer.transformer_blocks.3,transformer_blocks-3,dual,3,1,bright_to_dark,bright,dark,a bright crisp violin passage,a dark muted violin passage,105,3.0,25,4.5,1.0,44100,25,25,1563.31494140625,1097.778564453125,1458.2186279296875,1460.9044189453125,360.4400634765625,360.4400634765625,0.7742468286486994,0.852,,
ok,,05,transformer.transformer_blocks.3,transformer_blocks-3,dual,3,1,dark_to_bright,dark,bright,a dark muted violin passage,a bright crisp violin passage,105,3.0,25,4.5,1.0,44100,25,25,1097.778564453125,1563.31494140625,1172.660888671875,1158.8775634765625,-390.654052734375,390.654052734375,0.8391482858786566,0.855,,
ok,,05,transformer.transformer_blocks.4,transformer_blocks-4,dual,4,1,bright_to_dark,bright,dark,a bright crisp violin passage,a dark muted violin passage,105,3.0,25,4.5,1.0,44100,25,25,1563.31494140625,1097.778564453125,1431.06982421875,1436.9866943359375,333.291259765625,333.291259765625,0.715929573424472,0.851,,
ok,,05,transformer.transformer_blocks.4,transformer_blocks-4,dual,4,1,dark_to_bright,dark,bright,a dark muted violin passage,a bright crisp violin passage,105,3.0,25,4.5,1.0,44100,25,25,1097.778564453125,1563.31494140625,1175.8807373046875,1156.47998046875,-387.4342041015625,387.4342041015625,0.832231858307763,0.856,,
ok,,05,transformer.transformer_blocks.5,transformer_blocks-5,dual,5,1,bright_to_dark,bright,dark,a bright crisp violin passage,a dark muted violin passage,105,3.0,25,4.5,1.0,44100,25,25,1563.31494140625,1097.778564453125,1436.65625,1427.899658203125,338.877685546875,338.877685546875,0.7279295503496104,0.853,,
ok,,05,transformer.transformer_blocks.5,transformer_blocks-5,dual,5,1,dark_to_bright,dark,bright,a dark muted violin passage,a bright crisp violin passage,105,3.0,25,4.5,1.0,44100,25,25,1097.778564453125,1563.31494140625,1171.826416015625,1156.958984375,-391.488525390625,391.488525390625,0.8409407830873851,0.854,,
ok,,06,transformer.transformer_blocks.0,transformer_blocks-0,dual,0,1,bright_to_dark,bright,dark,a bright uplifting string quartet,a dark mournful string quartet,106,3.0,25,4.5,1.0,44100,25,25,1207.377685546875,1386.683837890625,1262.540283203125,1246.0430908203125,-124.1435546875,-124.1435546875,0.6923552430565957,0.879,,
ok,,06,transformer.transformer_blocks.0,transformer_blocks-0,dual,0,1,dark_to_bright,dark,bright,a dark mournful string quartet,a bright uplifting string quartet,106,3.0,25,4.5,1.0,44100,25,25,1386.683837890625,1207.377685546875,1253.720947265625,1246.4033203125,46.34326171875,-46.34326171875,0.2584588488068428,0.868,,
ok,,06,transformer.transformer_blocks.1,transformer_blocks-1,dual,1,1,bright_to_dark,bright,dark,a bright uplifting string quartet,a dark mournful string quartet,106,3.0,25,4.5,1.0,44100,25,25,1207.377685546875,1386.683837890625,1273.4788818359375,1256.3277587890625,-113.2049560546875,-113.2049560546875,0.6313500935409115,0.861,,
ok,,06,transformer.transformer_blocks.1,transformer_blocks-1,dual,1,1,dark_to_bright,dark,bright,a dark mournful string quartet,a bright uplifting string quartet,106,3.0,25,4.5,1.0,44100,25,25,1386.683837890625,1207.377685546875,1232.2955322265625,1223.0159912109375,24.9178466796875,-24.9178466796875,0.1389681634120239,0.871,,
ok,,06,transformer.transformer_blocks.2,transformer_blocks-2,dual,2,1,bright_to_dark,bright,dark,a bright uplifting string quartet,a dark mournful string quartet,106,3.0,25,4.5,1.0,44100,25,25,1207.377685546875,1386.683837890625,1196.36279296875,1189.6895751953125,-190.321044921875,-190.321044921875,1.0614306449285031,0.863,,
ok,,06,transformer.transformer_blocks.2,transformer_blocks-2,dual,2,1,dark_to_bright,dark,bright,a dark mournful string quartet,a bright uplifting string quartet,106,3.0,25,4.5,1.0,44100,25,25,1386.683837890625,1207.377685546875,1190.6468505859375,1177.444580078125,-16.7308349609375,16.7308349609375,-0.09330876125690664,0.867,,
ok,,06,transformer.transformer_blocks.3,transformer_blocks-3,dual,3,1,bright_to_dark,bright,dark,a bright uplifting string quartet,a dark mournful string quartet,106,3.0,25,4.5,1.0,44100,25,25,1207.377685546875,1386.683837890625,1188.18798828125,1181.8829345703125,-198.495849609375,-198.495849609375,1.1070219678175695,0.862,,
ok,,06,transformer.transformer_blocks.3,transformer_blocks-3,dual,3,1,dark_to_bright,dark,bright,a dark mournful string quartet,a bright uplifting string quartet,106,3.0,25,4.5,1.0,44100,25,25,1386.683837890625,1207.377685546875,1196.5758056640625,1175.73779296875,-10.8018798828125,10.8018798828125,-0.060242661735912355,0.863,,
ok,,06,transformer.transformer_blocks.4,transformer_blocks-4,dual,4,1,bright_to_dark,bright,dark,a bright uplifting string quartet,a dark mournful string quartet,106,3.0,25,4.5,1.0,44100,25,25,1207.377685546875,1386.683837890625,1177.7222900390625,1168.845458984375,-208.9615478515625,-208.9615478515625,1.165389726566436,0.857,,
ok,,06,transformer.transformer_blocks.4,transformer_blocks-4,dual,4,1,dark_to_bright,dark,bright,a dark mournful string quartet,a bright uplifting string quartet,106,3.0,25,4.5,1.0,44100,25,25,1386.683837890625,1207.377685546875,1192.9337158203125,1172.8486328125,-14.4439697265625,14.4439697265625,-0.08055479155490321,0.865,,
ok,,06,transformer.transformer_blocks.5,transformer_blocks-5,dual,5,1,bright_to_dark,bright,dark,a bright uplifting string quartet,a dark mournful string quartet,106,3.0,25,4.5,1.0,44100,25,25,1207.377685546875,1386.683837890625,1188.7034912109375,1169.834228515625,-197.9803466796875,-197.9803466796875,1.1041469804122335,0.856,,
ok,,06,transformer.transformer_blocks.5,transformer_blocks-5,dual,5,1,dark_to_bright,dark,bright,a dark mournful string quartet,a bright uplifting string quartet,106,3.0,25,4.5,1.0,44100,25,25,1386.683837890625,1207.377685546875,1243.8677978515625,1224.4781494140625,36.4901123046875,-36.4901123046875,0.20350730762841793,0.861,,
ok,,07,transformer.transformer_blocks.0,transformer_blocks-0,dual,0,1,bright_to_dark,bright,dark,a bright glittering harp glissando,a dark resonant harp glissando,107,3.0,25,4.5,1.0,44100,25,25,2389.673828125,1078.0107421875,2354.508544921875,2379.66748046875,1276.497802734375,1276.497802734375,0.9731903081056894,0.88,,
ok,,07,transformer.transformer_blocks.0,transformer_blocks-0,dual,0,1,dark_to_bright,dark,bright,a dark resonant harp glissando,a bright glittering harp glissando,107,3.0,25,4.5,1.0,44100,25,25,1078.0107421875,2389.673828125,1044.226806640625,998.0422973632812,-1345.447021484375,1345.447021484375,1.025756565012065,0.863,,
ok,,07,transformer.transformer_blocks.1,transformer_blocks-1,dual,1,1,bright_to_dark,bright,dark,a bright glittering harp glissando,a dark resonant harp glissando,107,3.0,25,4.5,1.0,44100,25,25,2389.673828125,1078.0107421875,2400.644287109375,2430.6474609375,1322.633544921875,1322.633544921875,1.0083637780936208,0.858,,
ok,,07,transformer.transformer_blocks.1,transformer_blocks-1,dual,1,1,dark_to_bright,dark,bright,a dark resonant harp glissando,a bright glittering harp glissando,107,3.0,25,4.5,1.0,44100,25,25,1078.0107421875,2389.673828125,1027.118408203125,979.1506958007812,-1362.555419921875,1362.555419921875,1.0387998522867632,0.851,,
ok,,07,transformer.transformer_blocks.2,transformer_blocks-2,dual,2,1,bright_to_dark,bright,dark,a bright glittering harp glissando,a dark resonant harp glissando,107,3.0,25,4.5,1.0,44100,25,25,2389.673828125,1078.0107421875,2295.49072265625,2306.633544921875,1217.47998046875,1217.47998046875,0.9281956574988665,0.857,,
ok,,07,transformer.transformer_blocks.2,transformer_blocks-2,dual,2,1,dark_to_bright,dark,bright,a dark resonant harp glissando,a bright glittering harp glissando,107,3.0,25,4.5,1.0,44100,25,25,1078.0107421875,2389.673828125,1040.170654296875,996.8180541992188,-1349.503173828125,1349.503173828125,1.0288489386461457,0.851,,
ok,,07,transformer.transformer_blocks.3,transformer_blocks-3,dual,3,1,bright_to_dark,bright,dark,a bright glittering harp glissando,a dark resonant harp glissando,107,3.0,25,4.5,1.0,44100,25,25,2389.673828125,1078.0107421875,2268.286865234375,2287.017333984375,1190.276123046875,1190.276123046875,0.9074556841676575,0.85,,
ok,,07,transformer.transformer_blocks.3,transformer_blocks-3,dual,3,1,dark_to_bright,dark,bright,a dark resonant harp glissando,a bright glittering harp glissando,107,3.0,25,4.5,1.0,44100,25,25,1078.0107421875,2389.673828125,1043.905029296875,1001.3106689453125,-1345.768798828125,1345.768798828125,1.0260018851306227,0.857,,
ok,,07,transformer.transformer_blocks.4,transformer_blocks-4,dual,4,1,bright_to_dark,bright,dark,a bright glittering harp glissando,a dark resonant harp glissando,107,3.0,25,4.5,1.0,44100,25,25,2389.673828125,1078.0107421875,2282.51611328125,2300.43115234375,1204.50537109375,1204.50537109375,0.9183039333860952,0.853,,
ok,,07,transformer.transformer_blocks.4,transformer_blocks-4,dual,4,1,dark_to_bright,dark,bright,a dark resonant harp glissando,a bright glittering harp glissando,107,3.0,25,4.5,1.0,44100,25,25,1078.0107421875,2389.673828125,1047.8779296875,1003.4810180664062,-1341.7958984375,1341.7958984375,1.0229729820279747,0.854,,
ok,,07,transformer.transformer_blocks.5,transformer_blocks-5,dual,5,1,bright_to_dark,bright,dark,a bright glittering harp glissando,a dark resonant harp glissando,107,3.0,25,4.5,1.0,44100,25,25,2389.673828125,1078.0107421875,2350.4638671875,2360.315673828125,1272.453125,1272.453125,0.9701066826093722,0.855,,
