job_id,pair_id,side,concept,sample_index,seed,duration,steps,guidance_scale,prompt,wav_path,sample_rate,elapsed_seconds,model_name,status,error
06-positive-sample-000-seed-506,06,positive,dry_reverberant,0,506,3.5,50,4.0,a dry metal spoon taps a glass once in a booth,/outputs/dry-reverberant-v1/06/positive/06-positive-sample-000-seed-506.wav,44100,2.239,declare-lab/TangoFlux,ok,
06-negative-sample-000-seed-506,06,negative,dry_reverberant,0,506,3.5,50,4.0,a reverberant metal spoon taps a glass once in a church,/outputs/dry-reverberant-v1/06/negative/06-negative-sample-000-seed-506.wav,44100,1.914,declare-lab/TangoFlux,ok,
07-positive-sample-000-seed-507,07,positive,dry_reverberant,0,507,3.5,50,4.0,a dry ceramic cup taps a saucer once in a kitchen,/outputs/dry-reverberant-v1/07/positive/07-positive-sample-000-seed-507.wav,44100,1.872,declare-lab/TangoFlux,ok,
07-negative-sample-000-seed-507,07,negative,dry_reverberant,0,507,3.5,50,4.0,a reverberant ceramic cup taps a saucer once in a marble lobby,/outputs/dry-reverberant-v1/07/negative/07-negative-sample-000-seed-507.wav,44100,1.843,declare-lab/TangoFlux,ok,
08-positive-sample-000-seed-508,08,positive,dry_reverberant,0,508,3.5,50,4.0,a dry clapboard claps once in a sound booth,/outputs/dry-reverberant-v1/08/positive/08-positive-sample-000-seed-508.wav,44100,2.068,declare-lab/TangoFlux,ok,
08-negative-sample-000-seed-508,08,negative,dry_reverberant,0,508,3.5,50,4.0,a reverberant clapboard claps once in an empty warehouse,/outputs/dry-reverberant-v1/08/negative/08-negative-sample-000-seed-508.wav,44100,2.011,declare-lab/TangoFlux,ok,
09-positive-sample-000-seed-509,09,positive,dry_reverberant,0,509,3.5,50,4.0,a dry footstep lands once on carpet nearby,/outputs/dry-reverberant-v1/09/positive/09-positive-sample-000-seed-509.wav,44100,2.005,declare-lab/TangoFlux,ok,
09-negative-sample-000-seed-509,09,negative,dry_reverberant,0,509,3.5,50,4.0,a reverberant footstep lands once in a stone corridor,/outputs/dry-reverberant-v1/09/negative/09-negative-sample-000-seed-509.wav,44100,1.977,declare-lab/TangoFlux,ok,
10-positive-sample-000-seed-510,10,positive,dry_reverberant,0,510,3.5,50,4.0,a dry drumstick clicks once on a rim in a studio,/outputs/dry-reverberant-v1/10/positive/10-positive-sample-000-seed-510.wav,44100,1.897,declare-lab/TangoFlux,ok,
10-negative-sample-000-seed-510,10,negative,dry_reverberant,0,510,3.5,50,4.0,a reverberant drumstick clicks once on a rim in a concert hall,/outputs/dry-reverberant-v1/10/negative/10-negative-sample-000-seed-510.wav,44100,2.077,declare-lab/TangoFlux,ok,
11-positive-sample-000-seed-511,11,positive,dry_reverberant,0,511,3.5,50,4.0,a dry book slams shut once in a furnished room,/outputs/dry-reverberant-v1/11/positive/11-positive-sample-000-seed-511.wav,44100,2.219,declare-lab/TangoFlux,ok,
11-negative-sample-000-seed-511,11,negative,dry_reverberant,0,511,3.5,50,4.0,a reverberant book slams shut once in an empty lecture hall,/outputs/dry-reverberant-v1/11/negative/11-negative-sample-000-seed-511.wav,44100,3.974,declare-lab/TangoFlux,ok,
12-positive-sample-000-seed-512,12,positive,dry_reverberant,0,512,3.5,50,4.0,a dry stapler clicks once on a desk,/outputs/dry-reverberant-v1/12/positive/12-positive-sample-000-seed-512.wav,44100,1.961,declare-lab/TangoFlux,ok,
12-negative-sample-000-seed-512,12,negative,dry_reverberant,0,512,3.5,50,4.0,a reverberant stapler clicks once in a large office lobby,/outputs/dry-reverberant-v1/12/negative/12-negative-sample-000-seed-512.wav,44100,2.752,declare-lab/TangoFlux,ok,
13-positive-sample-000-seed-513,13,positive,dry_reverberant,0,513,3.5,50,4.0,a dry basketball bounce once in a padded room,/outputs/dry-reverberant-v1/13/positive/13-positive-sample-000-seed-513.wav,44100,1.95,declare-lab/TangoFlux,ok,
13-negative-sample-000-seed-513,13,negative,dry_reverberant,0,513,3.5,50,4.0,a reverberant basketball bounce once in a gym,/outputs/dry-reverberant-v1/13/negative/13-negative-sample-000-seed-513.wav,44100,2.048,declare-lab/TangoFlux,ok,
14-positive-sample-000-seed-514,14,positive,dry_reverberant,0,514,3.5,50,4.0,a dry chair scrape briefly in a small room,/outputs/dry-reverberant-v1/14/positive/14-positive-sample-000-seed-514.wav,44100,2.085,declare-lab/TangoFlux,ok,
14-negative-sample-000-seed-514,14,negative,dry_reverberant,0,514,3.5,50,4.0,a reverberant chair scrape briefly in an empty auditorium,/outputs/dry-reverberant-v1/14/negative/14-negative-sample-000-seed-514.wav,44100,1.868,declare-lab/TangoFlux,ok,
15-positive-sample-000-seed-515,15,positive,dry_reverberant,0,515,3.5,50,4.0,a dry triangle instrument strike in a studio booth,/outputs/dry-reverberant-v1/15/positive/15-positive-sample-000-seed-515.wav,44100,1.851,declare-lab/TangoFlux,ok,
15-negative-sample-000-seed-515,15,negative,dry_reverberant,0,515,3.5,50,4.0,a reverberant triangle instrument strike in a cathedral,/outputs/dry-reverberant-v1/15/negative/15-negative-sample-000-seed-515.wav,44100,2.049,declare-lab/TangoFlux,ok,
16-positive-sample-000-seed-516,16,positive,dry_reverberant,0,516,3.5,50,4.0,a dry bell rings once in a padded room,/outputs/dry-reverberant-v1/16/positive/16-positive-sample-000-seed-516.wav,44100,2.101,declare-lab/TangoFlux,ok,
16-negative-sample-000-seed-516,16,negative,dry_reverberant,0,516,3.5,50,4.0,a reverberant bell rings once in a stone church,/outputs/dry-reverberant-v1/16/negative/16-negative-sample-000-seed-516.wav,44100,1.915,declare-lab/TangoFlux,ok,
17-positive-sample-000-seed-517,17,positive,dry_reverberant,0,517,3.5,50,4.0,a dry metal latch clicks shut in a small room,/outputs/dry-reverberant-v1/17/positive/17-positive-sample-000-seed-517.wav,44100,1.929,declare-lab/TangoFlux,ok,
17-negative-sample-000-seed-517,17,negative,dry_reverberant,0,517,3.5,50,4.0,a reverberant metal latch clicks shut in a long tunnel,/outputs/dry-reverberant-v1/17/negative/17-negative-sample-000-seed-517.wav,44100,1.914,declare-lab/TangoFlux,ok,
18-positive-sample-000-seed-518,18,positive,dry_reverberant,0,518,3.5,50,4.0,a dry tennis ball hit in a damped practice room,/outputs/dry-reverberant-v1/18/positive/18-positive-sample-000-seed-518.wav,44100,2.07,declare-lab/TangoFlux,ok,
18-negative-sample-000-seed-518,18,negative,dry_reverberant,0,518,3.5,50,4.0,a reverberant tennis ball hit inside an indoor court,/outputs/dry-reverberant-v1/18/negative/18-negative-sample-000-seed-518.wav,44100,2.04,declare-lab/TangoFlux,ok,
19-positive-sample-000-seed-519,19,positive,dry_reverberant,0,519,3.5,50,4.0,a dry metal pan tap once in a kitchen,/outputs/dry-reverberant-v1/19/positive/19-positive-sample-000-seed-519.wav,44100,1.891,declare-lab/TangoFlux,ok,
19-negative-sample-000-seed-519,19,negative,dry_reverberant,0,519,3.5,50,4.0,a reverberant metal pan tap once in an empty hall,/outputs/dry-reverberant-v1/19/negative/19-negative-sample-000-seed-519.wav,44100,3.059,declare-lab/TangoFlux,ok,
20-positive-sample-000-seed-520,20,positive,dry_reverberant,0,520,3.5,50,4.0,a dry single cough in a carpeted room,/outputs/dry-reverberant-v1/20/positive/20-positive-sample-000-seed-520.wav,44100,2.431,declare-lab/TangoFlux,ok,
20-negative-sample-000-seed-520,20,negative,dry_reverberant,0,520,3.5,50,4.0,a reverberant single cough in a large stairwell,/outputs/dry-reverberant-v1/20/negative/20-negative-sample-000-seed-520.wav,44100,3.722,declare-lab/TangoFlux,ok,
